wavelength,k_ext,Av,Ak
0.3425086,20367.23992,1.405964834,7.739257915
0.342848,20346.97925,1.404566226,7.731559151
0.3431878,20327.04027,1.403189824,7.723982626
0.3435278,20307.35095,1.401830657,7.716500967
0.3438683,20287.95056,1.400491434,7.7091291
0.344209,20268.99744,1.399183087,7.701927187
0.3445501,20250.50857,1.397906787,7.694901681
0.3448915,20232.43708,1.3966593,7.688034776
0.3452333,20214.82837,1.395443758,7.68134372
0.3455754,20197.72673,1.39426322,7.674845344
0.3459178,20181.168,1.393120159,7.668553264
0.3462606,20165.18452,1.392016808,7.66247977
0.3466037,20149.80243,1.390954972,7.656634798
0.3469472,20135.23528,1.389949392,7.651099492
0.347291,20121.37004,1.388992264,7.6458309
0.3476352,20108.13014,1.388078304,7.640799926
0.3479796,20095.50621,1.387206866,7.636003017
0.3483245,20083.4862,1.386377116,7.631435584
0.3486696,20072.04681,1.385587447,7.627088782
0.3490151,20061.16007,1.384835928,7.622951978
0.349361,20050.79578,1.384120474,7.619013696
0.3497072,20040.91449,1.383438361,7.61525895
0.3500537,20031.47618,1.382786828,7.611672527
0.3504006,20022.43883,1.382162973,7.608238462
0.3507478,20013.75908,1.381563805,7.604940286
0.3510954,20005.43429,1.380989138,7.601776985
0.3514433,19997.39345,1.380434073,7.598721579
0.3517916,19989.59617,1.379895821,7.595758725
0.3521402,19982.01258,1.379372321,7.592877071
0.3524891,19974.62239,1.378862171,7.590068904
0.3528384,19967.40827,1.378364176,7.587327644
0.3531881,19960.36022,1.377877643,7.584649484
0.3535381,19953.47124,1.377402093,7.582031774
0.3538884,19946.73719,1.376937236,7.579472929
0.3542391,19940.15348,1.376482758,7.576971215
0.3545901,19933.71348,1.376038201,7.574524109
0.3549415,19927.48688,1.375608374,7.572158091
0.3552932,19921.4954,1.375194777,7.569881412
0.3556453,19915.59998,1.374787813,7.56764124
0.3559977,19909.77326,1.37438559,7.565427168
0.3563505,19903.98495,1.373986019,7.563227696
0.3567036,19898.19727,1.373586491,7.561028459
0.3570571,19892.37303,1.37318444,7.558815334
0.3574109,19886.47567,1.372777341,7.556574421
0.3577651,19880.47009,1.372362772,7.554292387
0.3581196,19874.3261,1.371938648,7.551957757
0.3584745,19868.02104,1.371503405,7.549561926
0.3588297,19861.541,1.371056084,7.547099606
0.3591853,19854.91352,1.370598584,7.544581257
0.3595412,19848.12087,1.370129683,7.542000149
0.3598975,19841.16594,1.369649579,7.539357375
0.3602541,19834.07292,1.369159943,7.53666213
0.3606111,19826.87235,1.368662883,7.533926018
0.3609684,19819.59798,1.368160727,7.531161859
0.3613261,19812.28526,1.367655925,7.528383131
0.3616842,19804.97244,1.367151116,7.525604367
0.3620426,19797.68734,1.366648221,7.522836133
0.3624014,19790.45945,1.366149274,7.52008964
0.3627605,19783.30586,1.365655457,7.51737138
0.36312,19776.23537,1.365167376,7.514684694
0.3634798,19769.20035,1.364681744,7.512011487
0.36384,19762.24967,1.364201933,7.509370327
0.3642005,19755.36761,1.36372686,7.506755247
0.3645614,19748.53493,1.363255195,7.504158924
0.3649227,19741.72333,1.362784986,7.501570616
0.3652843,19735.0061,1.362321291,7.499018165
0.3656463,19728.26178,1.361855726,7.496455422
0.3660086,19721.43531,1.36138449,7.493861462
0.3663713,19714.48772,1.360904892,7.491221475
0.3667343,19707.38232,1.360414402,7.488521524
0.3670977,19700.07876,1.359910232,7.48574628
0.3674615,19692.49013,1.359386384,7.482862709
0.3678256,19684.57074,1.358839703,7.479853455
0.3681901,19676.35424,1.358272512,7.476731304
0.368555,19667.8164,1.357683139,7.473487047
0.3689202,19658.93783,1.357070245,7.470113318
0.3692858,19649.70399,1.356432826,7.46660459
0.3696517,19640.11067,1.355770593,7.462959268
0.370018,19630.15877,1.355083606,7.459177689
0.3703847,19619.85782,1.354372524,7.455263476
0.3707517,19609.22419,1.353638477,7.45122285
0.3711191,19598.28378,1.352883253,7.447065652
0.3714869,19587.06058,1.352108508,7.442800999
0.371855,19575.49863,1.351310379,7.438407623
0.3722235,19563.71601,1.350497016,7.433930398
0.3725923,19551.74638,1.349670744,7.429382108
0.3729615,19539.61801,1.348833514,7.424773504
0.3733311,19527.35494,1.347986986,7.420113716
0.3737011,19514.97642,1.347132488,7.415410053
0.3740714,19502.49617,1.346270967,7.410667738
0.3744421,19489.92079,1.34540288,7.405889277
0.3748131,19477.25533,1.344528575,7.401076583
0.3751845,19464.49654,1.343647827,7.396228429
0.3755563,19451.64148,1.342760433,7.391343689
0.3759285,19438.68733,1.341866199,7.386421299
0.376301,19425.62764,1.340964679,7.381458803
0.3766739,19412.44162,1.340054439,7.376448307
0.3770471,19399.1135,1.339134389,7.371383812
0.3774208,19385.62895,1.338203542,7.36625988
0.3777948,19371.97302,1.337260863,7.361070821
0.3781691,19358.12737,1.336305088,7.355809675
0.3785439,19344.07311,1.335334913,7.350469256
0.378919,19329.79294,1.334349143,7.345042999
0.3792945,19315.26759,1.333346448,7.339523575
0.3796703,19300.476,1.332325374,7.333902985
0.3800466,19285.39795,1.331284526,7.328173543
0.3804232,19270.01911,1.330222913,7.322329802
0.3808002,19254.31466,1.329138824,7.316362338
0.3811775,19238.2512,1.328029952,7.310258456
0.3815552,19221.83129,1.326896474,7.304019125
0.3819333,19205.1275,1.3257434,7.297671928
0.3823118,19187.98264,1.324559879,7.291157128
0.3826906,19170.3665,1.323343824,7.284463248
0.3830699,19152.24467,1.322092861,7.277577212
0.3834495,19133.5836,1.320804675,7.270486275
0.3838294,19114.35035,1.31947699,7.263177918
0.3842098,19094.515,1.318107742,7.255640771
0.3845905,19074.05181,1.316695154,7.247865053
0.3849716,19053.07192,1.315246897,7.239892993
0.3853531,19031.43159,1.313753049,7.23166998
0.385735,19009.12,1.312212865,7.2231919
0.3861172,18986.14243,1.310626707,7.214460753
0.3864998,18962.5102,1.308995358,7.205480847
0.3868828,18938.25029,1.30732068,7.196262431
0.3872662,18913.39858,1.305605149,7.186819139
0.38765,18888.00446,1.303852175,7.177169739
0.3880341,18862.12789,1.302065897,7.167337013
0.3884186,18835.84148,1.300251327,7.157348556
0.3888035,18809.22813,1.298414189,7.147235867
0.3891888,18782.34703,1.296558568,7.137021435
0.3895745,18755.29137,1.294690897,7.126740674
0.3899605,18728.18876,1.292819985,7.116442072
0.3903469,18701.13772,1.290952633,7.106163067
0.3907337,18674.23119,1.289095256,7.095938971
0.3911209,18647.55763,1.287253961,7.085803402
0.3915085,18621.2003,1.285434497,7.075788
0.3918965,18595.23374,1.283642007,7.065921078
0.3922848,18569.72163,1.281880888,7.056226846
0.3926735,18544.72015,1.280155018,7.04672664
0.3930627,18520.27854,1.278467797,7.037439183
0.3934522,18496.43299,1.276821722,7.028378216
0.3938421,18473.19846,1.275217826,7.01954943
0.3942323,18450.60254,1.273658013,7.010963304
0.394623,18428.66589,1.272143711,7.002627693
0.395014,18407.39333,1.270675252,6.994544428
0.3954055,18386.78381,1.269252562,6.986713108
0.3957973,18366.82582,1.267874848,6.979129357
0.3961895,18347.50166,1.266540888,6.971786457
0.3965821,18328.78607,1.265248938,6.964674801
0.3969751,18310.64799,1.263996853,6.95778259
0.3973685,18293.04785,1.262781903,6.951094792
0.3977622,18275.94096,1.261601002,6.944594418
0.3981564,18259.274,1.260450471,6.938261217
0.3985509,18242.98039,1.259325711,6.932069878
0.3989459,18227.00902,1.258223196,6.926000987
0.3993412,18211.29532,1.257138469,6.920030007
0.3997369,18195.77027,1.256066763,6.914130711
0.400133,18180.41528,1.255006798,6.908296037
0.4005296,18165.17029,1.253954425,6.902503159
0.4009265,18149.91908,1.252901624,6.89670792
0.4013237,18134.60484,1.251844471,6.890888728
0.4017214,18119.17766,1.250779522,6.885026625
0.4021195,18103.5925,1.249703668,6.879104487
0.402518,18087.81598,1.248614604,6.873109638
0.4029169,18071.81157,1.247509808,6.867028191
0.4033161,18055.56479,1.246388281,6.86085465
0.4037158,18039.0774,1.245250145,6.854589676
0.4041158,18022.352,1.244095579,6.848234267
0.4045163,18005.39532,1.242925048,6.841790973
0.4049172,17988.22255,1.241739599,6.835265567
0.4053184,17970.8532,1.240540581,6.828665464
0.40572,17953.31163,1.239329674,6.821999919
0.4061221,17935.6244,1.238108712,6.815279026
0.4065245,17917.82118,1.236879743,6.80851406
0.4069274,17899.93063,1.235644746,6.801715908
0.4073306,17881.98231,1.234405761,6.794895806
0.4077343,17864.07142,1.23316936,6.788089925
0.4081383,17846.17409,1.231933894,6.781289196
0.4085427,17828.30657,1.230700487,6.774499796
0.4089476,17810.49682,1.229471068,6.76773235
0.4093528,17792.76655,1.228247134,6.7609951
0.4097585,17775.13979,1.227030347,6.754297187
0.4101645,17757.63772,1.225822167,6.74764665
0.4105709,17740.27838,1.22462384,6.741050353
0.4109778,17723.08114,1.223436702,6.73451565
0.4113851,17706.06271,1.222261908,6.728048891
0.4117927,17689.24538,1.221100996,6.721658548
0.4122008,17672.62725,1.219953835,6.715343899
0.4126092,17656.19102,1.21881923,6.709098366
0.4130181,17640.02332,1.217703162,6.702954872
0.4134274,17624.1509,1.216607478,6.69692358
0.4138371,17608.60348,1.215534229,6.691015787
0.4142472,17593.40986,1.214485402,6.685242428
0.4146576,17578.59899,1.213462998,6.679614511
0.4150685,17564.19529,1.212468701,6.674141315
0.4154799,17550.2242,1.211504266,6.6688325
0.4158916,17536.7027,1.210570868,6.663694526
0.4163037,17523.64575,1.209669537,6.658733071
0.4167162,17511.06316,1.208800952,6.653951869
0.4171292,17498.97423,1.207966445,6.64935825
0.4175425,17487.37342,1.207165633,6.64495011
0.4179563,17476.24264,1.206397268,6.640720574
0.4183704,17465.57025,1.205660545,6.636665217
0.418785,17455.33892,1.204954269,6.632777459
0.4192,17445.52939,1.20427711,6.629049979
0.4196154,17436.11611,1.203627305,6.625473071
0.4200312,17427.07117,1.203002926,6.622036121
0.4204474,17418.36621,1.202402017,6.618728364
0.4208641,17409.96909,1.201822358,6.615537579
0.4212811,17401.84826,1.201261772,6.612451781
0.4216986,17393.97477,1.200718259,6.609459966
0.4221165,17386.32782,1.200190384,6.606554236
0.4225348,17378.87503,1.199675913,6.603722282
0.4229535,17371.59319,1.199173242,6.600955287
0.4233726,17364.46772,1.198681366,6.598247712
0.4237921,17357.48279,1.198199192,6.595593542
0.4242121,17350.63009,1.197726145,6.592989614
0.4246325,17343.90313,1.197261778,6.590433463
0.4250532,17337.29513,1.196805624,6.58792252
0.4254744,17330.80113,1.196357338,6.585454894
0.4258961,17324.40466,1.195915785,6.583024326
0.4263181,17318.11595,1.195481672,6.580634709
0.4267405,17311.89115,1.195051969,6.578269373
0.4271634,17305.6907,1.194623948,6.575913291
0.4275867,17299.54255,1.194199537,6.573577084
0.4280104,17293.4245,1.193777203,6.571252313
0.4284346,17287.31355,1.19335536,6.568930239
0.4288591,17281.18337,1.192932189,6.566600859
0.4292841,17275.01022,1.192506053,6.564255151
0.4297095,17268.77021,1.192075301,6.561884038
0.4301353,17262.44446,1.191638629,6.559480341
0.4305615,17256.01853,1.191195043,6.557038584
0.4309882,17249.47999,1.190743683,6.554554031
0.4314153,17242.8266,1.190284395,6.552025837
0.4318428,17236.18661,1.189826032,6.549502738
0.4322707,17229.47497,1.189362723,6.546952412
0.4326991,17222.67225,1.188893126,6.544367476
0.4331278,17215.79887,1.188418652,6.541755691
0.433557,17208.87602,1.187940763,6.539125108
0.4339867,17201.93316,1.187461492,6.536486922
0.4344167,17195.08686,1.186988887,6.533885425
0.4348472,17188.2572,1.186517431,6.531290251
0.4352781,17181.46516,1.186048571,6.528709374
0.4357094,17174.72466,1.18558327,6.526148083
0.4361412,17168.0477,1.185122355,6.523610934
0.4365734,17161.45208,1.184667054,6.521104691
0.437006,17155.00183,1.184221789,6.51865369
0.4374391,17148.61134,1.183780649,6.516225394
0.4378725,17142.27146,1.183343003,6.513816332
0.4383064,17135.96751,1.182907837,6.511420921
0.4387408,17129.68134,1.182473898,6.509032269
0.4391755,17123.38906,1.182039538,6.506641294
0.4396107,17117.06969,1.181603307,6.504240023
0.4400464,17110.70361,1.181163853,6.501821006
0.4404824,17104.30256,1.180721983,6.499388697
0.4409189,17097.79189,1.180272547,6.496914737
0.4413558,17091.14498,1.179813706,6.494389006
0.4417932,17084.36334,1.179345565,6.491812082
0.442231,17077.42917,1.178866895,6.489177198
0.4426692,17070.28457,1.178373698,6.486462352
0.4431079,17062.90892,1.177864551,6.48365971
0.443547,17055.28717,1.177338417,6.480763555
0.4439865,17047.40686,1.176794433,6.477769151
0.4444264,17039.25759,1.176231884,6.474672546
0.4448668,17030.83778,1.175650658,6.47147314
0.4453077,17022.14771,1.175050777,6.468171038
0.445749,17013.19448,1.174432729,6.46476894
0.4461907,17003.98565,1.173797037,6.461269716
0.4466328,16994.53553,1.173144688,6.457678808
0.4470754,16984.90923,1.172480178,6.45402095
0.4475184,16975.08384,1.171801924,6.450287444
0.4479619,16965.0684,1.171110552,6.446481722
0.4484058,16954.87922,1.170407185,6.442609979
0.4488501,16944.53339,1.169693006,6.438678713
0.4492949,16934.04081,1.168968695,6.434691683
0.4497401,16923.41211,1.168234989,6.430652931
0.4501858,16912.65458,1.167492389,6.426565223
0.4506319,16901.77041,1.166741047,6.422429397
0.4510785,16890.76152,1.165981095,6.418246175
0.4515254,16879.62632,1.165212425,6.414014963
0.4519729,16868.36735,1.164435211,6.409736716
0.4524208,16857.00051,1.163650549,6.405417479
0.4528691,16845.49206,1.162856114,6.401044436
0.4533178,16833.83172,1.162051192,6.396613672
0.4537671,16822.01059,1.161235171,6.392121812
0.4542167,16810.01814,1.160407324,6.387564856
0.4546668,16797.84368,1.159566912,6.382938735
0.4551174,16785.47458,1.158713065,6.378238656
0.4555684,16772.898,1.157844895,6.373459738
0.4560198,16760.10248,1.156961611,6.368597624
0.4564717,16747.07235,1.156062131,6.36364636
0.456924,16733.79583,1.155145644,6.358601475
0.4573768,16720.30991,1.154214701,6.353477018
0.45783,16706.58184,1.153267043,6.34826055
0.4582837,16692.56058,1.152299146,6.342932674
0.4587378,16678.22573,1.151309601,6.337485636
0.4591924,16663.56112,1.150297293,6.331913296
0.4596475,16648.54648,1.149260822,6.32620795
0.4601029,16633.16321,1.148198904,6.320362529
0.4605589,16617.38869,1.147109978,6.314368439
0.4610153,16601.20208,1.145992605,6.308217759
0.4614721,16584.58391,1.144845441,6.301903093
0.4619294,16567.51394,1.143667089,6.295416751
0.4623871,16549.97572,1.142456413,6.28875248
0.4628453,16531.89093,1.141208008,6.28188052
0.463304,16513.31226,1.139925509,6.274820893
0.4637631,16494.23479,1.138608578,6.267571731
0.4642226,16474.65959,1.137257288,6.260133436
0.4646827,16454.5937,1.135872126,6.252508685
0.4651431,16434.05079,1.134454034,6.244702675
0.4656041,16413.05505,1.133004684,6.236724598
0.4660654,16391.63571,1.131526092,6.228585557
0.4665273,16369.83153,1.130020934,6.220300283
0.4669896,16347.6916,1.128492599,6.211887428
0.4674523,16325.26813,1.126944691,6.203366833
0.4679156,16302.66534,1.125384405,6.194778098
0.4683792,16279.95457,1.123816664,6.18614833
0.4688434,16257.15348,1.122242689,6.177484243
0.469308,16234.32903,1.120667101,6.168811282
0.469773,16211.54792,1.119094505,6.160154787
0.4702385,16188.87789,1.117529577,6.151540504
0.4707045,16166.3801,1.115976539,6.142991668
0.471171,16144.10873,1.114439131,6.134528868
0.4716379,16122.1168,1.112921013,6.126172253
0.4721052,16100.44844,1.11142523,6.117938585
0.472573,16079.14347,1.109954533,6.109843003
0.4730413,16058.23344,1.108511099,6.101897492
0.4735101,16037.80546,1.107100942,6.094135155
0.4739793,16017.85004,1.105723405,6.086552382
0.474449,15998.35079,1.104377358,6.07914295
0.4749191,15979.31938,1.103063606,6.071911286
0.4753898,15960.75779,1.101782287,6.064858151
0.4758608,15942.66661,1.10053344,6.057983763
0.4763324,15925.03863,1.099316568,6.051285383
0.4768044,15907.86419,1.098131005,6.044759343
0.4772769,15891.12693,1.09697562,6.038399424
0.4777498,15874.80721,1.095849058,6.032198167
0.4782233,15858.88042,1.094749621,6.026146217
0.4786972,15843.31667,1.093675244,6.020232214
0.4791715,15828.08124,1.092623532,6.014442971
0.4796463,15813.14069,1.091592175,6.008765776
0.4801216,15798.45623,1.090578497,6.003185895
0.4805974,15783.98705,1.089579679,5.997687813
0.4810737,15769.69065,1.088592788,5.992255387
0.4815504,15755.52323,1.087614801,5.986871971
0.4820276,15741.43848,1.086642521,5.981519969
0.4825052,15727.39812,1.085673306,5.976184837
0.4829834,15713.36016,1.084704255,5.970850613
0.483462,15699.29007,1.083732987,5.96550418
0.483941,15685.1554,1.082757261,5.960133211
0.4844206,15670.9611,1.081777418,5.95473958
0.4849006,15656.69075,1.080792327,5.949317055
0.4853811,15642.29423,1.079798524,5.943846582
0.4858621,15627.76216,1.078795365,5.938324604
0.4863436,15613.15821,1.077787244,5.932775314
0.4868255,15598.45281,1.07677212,5.927187473
0.4873079,15583.61596,1.075747922,5.921549683
0.4877908,15568.65993,1.074715497,5.915866609
0.4882742,15553.59716,1.073675704,5.910142975
0.488758,15538.44584,1.072629798,5.904385691
0.4892424,15523.22601,1.071579162,5.898602374
0.4897272,15507.95723,1.070525148,5.892800459
0.4902125,15492.70182,1.069472056,5.88700362
0.4906982,15477.4488,1.068419129,5.881207692
0.4911845,15462.21524,1.067367546,5.87541916
0.4916712,15447.02115,1.066318687,5.869645623
0.4921584,15431.88967,1.065274151,5.863895881
0.4926461,15416.83952,1.064235228,5.85817704
0.4931343,15401.88996,1.063203249,5.852496421
0.493623,15387.05921,1.062179472,5.84686095
0.4941121,15372.36475,1.061165103,5.841277266
0.4946018,15357.82097,1.060161136,5.835750842
0.4950919,15343.44316,1.059168626,5.830287481
0.4955825,15329.2523,1.058189021,5.824895155
0.4960736,15315.28816,1.057225066,5.819588984
0.4965652,15301.53413,1.056275616,5.81436265
0.4970572,15288.00771,1.055341878,5.809222805
0.4975498,15274.72395,1.054424891,5.80417517
0.4980428,15261.70189,1.053525969,5.799226974
0.4985364,15248.9557,1.05264609,5.794383606
0.4990304,15236.50294,1.051786468,5.789651737
0.4995249,15224.35841,1.050948122,5.785036987
0.5000199,15212.53616,1.050132024,5.780544704
0.5005154,15201.04666,1.049338895,5.776178858
0.5010114,15189.89939,1.048569392,5.771943059
0.5015078,15179.08424,1.047822815,5.767833457
0.5020048,15168.61007,1.047099775,5.763853424
0.5025022,15158.48679,1.046400958,5.76000672
0.5030002,15148.71098,1.045726127,5.756292054
0.5034986,15139.27641,1.045074852,5.752707056
0.5039976,15130.17292,1.044446432,5.74924786
0.504497,15121.38794,1.043839998,5.745909692
0.5049969,15112.9078,1.043254608,5.74268736
0.5054973,15104.71366,1.042688961,5.739573707
0.5059983,15096.78683,1.042141767,5.736561625
0.5064997,15089.10721,1.041611637,5.733643479
0.5070016,15081.65488,1.041097197,5.7308117
0.507504,15074.49189,1.040602731,5.728089869
0.5080069,15067.51472,1.040121092,5.725438644
0.5085103,15060.70295,1.039650871,5.722850271
0.5090142,15054.04105,1.039190995,5.720318843
0.5095186,15047.51467,1.038740475,5.717838914
0.5100235,15041.11017,1.038298368,5.715405295
0.5105289,15034.81761,1.037863988,5.713014215
0.5110348,15028.62794,1.03743671,5.710662227
0.5115412,15022.53533,1.037016134,5.708347125
0.5120481,15016.53178,1.036601704,5.706065862
0.5125555,15010.61089,1.036192981,5.703816008
0.5130634,15004.76403,1.035789368,5.701594285
0.5135719,14998.98121,1.035390176,5.699396899
0.5140808,14993.25372,1.034994803,5.697220532
0.5145902,14987.57145,1.034602552,5.695061352
0.5151001,14981.9186,1.034212332,5.69291335
0.5156106,14976.28196,1.033823231,5.690771509
0.5161215,14970.64575,1.033434159,5.688629829
0.5166329,14964.99276,1.03304393,5.686481778
0.5171449,14959.30967,1.032651622,5.684322284
0.5176573,14953.58291,1.0322563,5.682146198
0.5181703,14947.79956,1.031857071,5.679948608
0.5186838,14941.9506,1.031453313,5.677726088
0.5191978,14936.04894,1.031045917,5.675483541
0.5197123,14930.08027,1.030633896,5.673215531
0.5202273,14924.04348,1.030217172,5.67092164
0.5207428,14917.94333,1.029796074,5.668603669
0.5212588,14911.78944,1.029371267,5.66626528
0.5217753,14905.59474,1.028943643,5.663911384
0.5222924,14899.37156,1.028514052,5.661546663
0.5228099,14893.1337,1.028083448,5.659176366
0.523328,14886.89571,1.027652836,5.656806023
0.5238466,14880.66911,1.027223009,5.654440003
0.5243657,14874.4663,1.026794825,5.652083026
0.5248853,14868.29361,1.02636872,5.649737492
0.5254055,14862.14176,1.025944053,5.647399876
0.5259261,14856.03303,1.025522363,5.645078649
0.5264473,14849.96626,1.02510357,5.642773361
0.5269689,14843.93988,1.024687565,5.640483424
0.5274911,14837.94678,1.024273857,5.638206135
0.5280138,14831.97958,1.023861937,5.635938685
0.5285371,14826.02659,1.023450998,5.633676634
0.5290608,14820.07423,1.023040102,5.631414823
0.5295851,14814.10837,1.022628275,5.629147882
0.5301099,14808.11295,1.022214407,5.626869708
0.5306352,14802.06864,1.021797164,5.624572956
0.531161,14795.99402,1.021377829,5.62226469
0.5316873,14789.87288,1.020955282,5.619938743
0.5322142,14783.64892,1.020525638,5.61757373
0.5327416,14777.30898,1.020087987,5.615164641
0.5332695,14770.83446,1.019641047,5.61270442
0.533798,14764.21276,1.019183946,5.610188269
0.5343269,14757.4296,1.018715699,5.607610764
0.5348564,14750.47403,1.018235552,5.604967749
0.5353864,14743.33943,1.017743045,5.602256702
0.535917,14736.01776,1.017237625,5.599474575
0.536448,14728.50655,1.016719121,5.596620423
0.5369796,14720.79444,1.016186748,5.59368993
0.5375117,14712.89269,1.015641285,5.590687378
0.5380444,14704.80599,1.015083055,5.587614551
0.5385775,14696.5389,1.014512372,5.584473176
0.5391112,14688.09783,1.013929679,5.581265689
0.5396454,14679.49003,1.013335477,5.577994851
0.5401802,14670.72078,1.012730129,5.57466266
0.5407155,14661.79917,1.012114264,5.571272578
0.5412513,14652.72767,1.011488052,5.567825537
0.5417876,14643.51047,1.010851782,5.564323133
0.5423245,14634.15143,1.010205721,5.560766834
0.5428619,14624.64937,1.009549787,5.55715619
0.5433999,14615.00484,1.008884019,5.553491407
0.5439384,14605.21344,1.008208111,5.549770814
0.5444774,14595.27385,1.007521975,5.545993916
0.5450169,14585.18089,1.00682525,5.542158735
0.545557,14574.92994,1.00611762,5.538263519
0.5460976,14564.51238,1.005398489,5.534304999
0.5466387,14553.92174,1.004667409,5.530280708
0.5471804,14543.15136,1.003923922,5.526188117
0.5477227,14532.1933,1.00316748,5.522024212
0.5482654,14521.03607,1.002397288,5.517784626
0.5488087,14509.67403,1.001612959,5.513467214
0.5493525,14498.09975,1.000813978,5.509069155
0.5498969,14486.30821,1,5.50458854
0.5504418,14474.41421,0.999178949,5.500068992
0.5509873,14462.33421,0.998345058,5.495478765
0.5515333,14450.00955,0.997494278,5.49079557
0.5520798,14437.42717,0.996625708,5.486014449
0.5526269,14424.5797,0.995738837,5.481132593
0.5531745,14411.457,0.994832969,5.476146159
0.5537227,14398.04978,0.993907459,5.471051606
0.5542714,14384.34751,0.992961582,5.465844943
0.5548206,14370.34072,0.991994683,5.460522565
0.5553704,14356.01864,0.99100602,5.45508038
0.5559208,14341.37361,0.989995063,5.449515477
0.5564716,14326.40245,0.988961594,5.443826655
0.5570231,14311.08904,0.987904498,5.438007779
0.5575751,14295.43196,0.986823679,5.432058312
0.5581276,14279.42196,0.985718498,5.425974745
0.5586806,14263.06012,0.984589028,5.419757479
0.5592343,14246.34716,0.983435321,5.413406796
0.5597884,14229.28912,0.982257793,5.406924988
0.5603431,14211.89705,0.981057205,5.400316249
0.5608984,14194.18125,0.979834271,5.393584501
0.5614542,14176.1639,0.978590521,5.386738168
0.5620106,14157.86729,0.977327494,5.37978572
0.5625675,14139.33983,0.97604853,5.372745551
0.563125,14120.61377,0.974755857,5.365629919
0.563683,14101.7089,0.97345084,5.35844634
0.5642416,14082.66724,0.972136381,5.351210781
0.5648007,14063.52824,0.970815202,5.343938237
0.5653604,14044.33778,0.969490472,5.336646139
0.5659206,14025.13802,0.968165099,5.329350507
0.5664814,14005.97358,0.966842164,5.322068295
0.5670428,13986.88394,0.965524393,5.314814507
0.5676047,13967.91064,0.964214653,5.307604927
0.5681671,13949.08851,0.962915348,5.300452789
0.5687302,13930.44972,0.961628699,5.293370317
0.5692937,13912.00511,0.960355455,5.286361629
0.5698579,13893.78924,0.959098001,5.279439863
0.5704226,13875.83329,0.957858489,5.272616861
0.5709878,13858.15505,0.956638148,5.265899384
0.5715536,13840.7671,0.955437845,5.259292214
0.57212,13823.68095,0.954258376,5.252799722
0.5726869,13806.90451,0.953100287,5.246424917
0.5732544,13790.44059,0.951963771,5.240168862
0.5738225,13774.2887,0.950848794,5.234031377
0.5743911,13758.44906,0.949755373,5.228012544
0.5749603,13742.91383,0.948682965,5.222109379
0.5755301,13727.6939,0.947632323,5.216326026
0.5761004,13712.81721,0.946605374,5.210673095
0.5766712,13698.21289,0.945597228,5.205123667
0.5772427,13683.86647,0.944606885,5.199672234
0.5778147,13669.75948,0.943633069,5.194311779
0.5783873,13655.87009,0.942674275,5.189034011
0.5789604,13642.17804,0.941729103,5.183831229
0.5795341,13628.65891,0.940795868,5.178694156
0.5801084,13615.2891,0.939872941,5.173613818
0.5806833,13602.04131,0.938958437,5.16857985
0.5812587,13588.89093,0.938050657,5.163582896
0.5818347,13575.81405,0.937147951,5.158613869
0.5824113,13562.74975,0.936246113,5.153649622
0.5829884,13549.68191,0.935344031,5.148684033
0.5835661,13536.62074,0.934442409,5.143720974
0.5841444,13523.54835,0.933540012,5.138753653
0.5847232,13510.45003,0.932635826,5.133776482
0.5853026,13497.31433,0.93172906,5.128785105
0.5858826,13484.13285,0.930819133,5.123776332
0.5864632,13470.90172,0.929905779,5.118748694
0.5870444,13457.6177,0.928988774,5.113700956
0.5876261,13444.28258,0.928068241,5.108633803
0.5882084,13430.90223,0.927144586,5.103549463
0.5887913,13417.48112,0.926218117,5.098449634
0.5893747,13404.1014,0.925294506,5.093365534
0.5899588,13390.70286,0.924369595,5.08827428
0.5905434,13377.29686,0.92344417,5.083180196
0.5911286,13363.8976,0.92251921,5.07808867
0.5917143,13350.51932,0.921595697,5.073005114
0.5923007,13337.175,0.92067453,5.067934466
0.5928876,13323.88104,0.919756839,5.062882953
0.5934751,13310.65216,0.918843639,5.057856167
0.5940632,13297.50173,0.917935856,5.052859194
0.5946519,13284.44451,0.917034507,5.047897637
0.5952412,13271.493,0.916140456,5.042976253
0.595831,13258.64758,0.915253727,5.038095178
0.5964215,13245.88768,0.914372902,5.033246598
0.5970125,13233.27084,0.913501953,5.028452381
0.5976041,13220.80801,0.912641635,5.023716683
0.5981963,13208.50947,0.911792658,5.019043418
0.598789,13196.38456,0.910955667,5.014436126
0.5993824,13184.44562,0.910131514,5.009899501
0.5999764,13172.70027,0.909320724,5.005436435
0.6005709,13161.15819,0.908523966,5.001050613
0.601166,13149.82845,0.907741866,4.996745473
0.6017617,13138.71977,0.906975026,4.992524335
0.6023581,13127.8361,0.906223719,4.988388698
0.602955,13117.24379,0.905492524,4.984363773
0.6035524,13106.92859,0.904780459,4.980444144
0.6041505,13096.85478,0.904085057,4.976616243
0.6047492,13087.02553,0.903406537,4.972881268
0.6053485,13077.442,0.902744979,4.969239665
0.6059483,13068.10329,0.902100322,4.965691092
0.6065488,13059.00481,0.901472247,4.962233798
0.6071498,13050.14592,0.900860711,4.958867546
0.6077515,13041.51829,0.90026514,4.955589174
0.6083537,13033.11679,0.899685179,4.952396725
0.6089566,13024.93205,0.899120181,4.949286642
0.60956,13016.94842,0.898569065,4.946252975
0.6101641,13009.10869,0.898027882,4.94327399
0.6107687,13001.45443,0.897499504,4.940365484
